-1: 12 solutions found
(2, 3, 6, 5, 1, 9, 4, 7, 8)
(2, 3, 6, 5, 1, 9, 7, 4, 8)
(2, 3, 9, 5, 1, 8, 4, 7, 6)
(2, 3, 9, 5, 1, 8, 7, 4, 6)
(2, 4, 8, 5, 1, 9, 3, 7, 6)
(2, 4, 8, 5, 1, 9, 7, 3, 6)
(5, 3, 6, 2, 1, 9, 4, 7, 8)
(5, 3, 6, 2, 1, 9, 7, 4, 8)
(5, 3, 9, 2, 1, 8, 4, 7, 6)
(5, 3, 9, 2, 1, 8, 7, 4, 6)
(5, 4, 8, 2, 1, 9, 3, 7, 6)
(5, 4, 8, 2, 1, 9, 7, 3, 6)
