209: 20 solutions found
(2, 9, 1, 5, 8, 4, 6, 7, 3)
(2, 9, 1, 5, 8, 4, 7, 6, 3)
(3, 8, 1, 6, 9, 5, 4, 7, 2)
(3, 8, 1, 6, 9, 5, 7, 4, 2)
(3, 9, 1, 7, 8, 5, 4, 6, 2)
(3, 9, 1, 7, 8, 5, 6, 4, 2)
(5, 8, 1, 7, 9, 2, 4, 6, 3)
(5, 8, 1, 7, 9, 2, 6, 4, 3)
(5, 9, 1, 2, 8, 4, 6, 7, 3)
(5, 9, 1, 2, 8, 4, 7, 6, 3)
(5, 9, 1, 7, 8, 4, 3, 6, 2)
(5, 9, 1, 7, 8, 4, 6, 3, 2)
(6, 8, 1, 3, 9, 5, 4, 7, 2)
(6, 8, 1, 3, 9, 5, 7, 4, 2)
(7, 8, 1, 5, 9, 2, 4, 6, 3)
(7, 8, 1, 5, 9, 2, 6, 4, 3)
(7, 9, 1, 3, 8, 5, 4, 6, 2)
(7, 9, 1, 3, 8, 5, 6, 4, 2)
(7, 9, 1, 5, 8, 4, 3, 6, 2)
(7, 9, 1, 5, 8, 4, 6, 3, 2)
