196: 40 solutions found
(2, 9, 1, 5, 7, 3, 6, 8, 4)
(2, 9, 1, 5, 7, 3, 8, 6, 4)
(2, 9, 1, 8, 7, 4, 5, 6, 3)
(2, 9, 1, 8, 7, 4, 6, 5, 3)
(3, 7, 1, 5, 9, 2, 6, 8, 4)
(3, 7, 1, 5, 9, 2, 8, 6, 4)
(3, 7, 1, 5, 9, 6, 4, 8, 2)
(3, 7, 1, 5, 9, 6, 8, 4, 2)
(3, 7, 1, 8, 9, 5, 4, 6, 2)
(3, 7, 1, 8, 9, 5, 6, 4, 2)
(3, 8, 1, 4, 7, 5, 6, 9, 2)
(3, 8, 1, 4, 7, 5, 9, 6, 2)
(3, 9, 1, 5, 8, 7, 2, 6, 4)
(3, 9, 1, 5, 8, 7, 6, 2, 4)
(4, 8, 1, 3, 7, 5, 6, 9, 2)
(4, 8, 1, 3, 7, 5, 9, 6, 2)
(4, 9, 1, 7, 6, 3, 5, 8, 2)
(4, 9, 1, 7, 6, 3, 8, 5, 2)
(4, 9, 1, 8, 7, 5, 3, 6, 2)
(4, 9, 1, 8, 7, 5, 6, 3, 2)
(5, 7, 1, 3, 9, 2, 6, 8, 4)
(5, 7, 1, 3, 9, 2, 8, 6, 4)
(5, 7, 1, 3, 9, 6, 4, 8, 2)
(5, 7, 1, 3, 9, 6, 8, 4, 2)
(5, 7, 1, 8, 9, 4, 3, 6, 2)
(5, 7, 1, 8, 9, 4, 6, 3, 2)
(5, 9, 1, 2, 7, 3, 6, 8, 4)
(5, 9, 1, 2, 7, 3, 8, 6, 4)
(5, 9, 1, 3, 8, 7, 2, 6, 4)
(5, 9, 1, 3, 8, 7, 6, 2, 4)
(7, 9, 1, 4, 6, 3, 5, 8, 2)
(7, 9, 1, 4, 6, 3, 8, 5, 2)
(8, 7, 1, 3, 9, 5, 4, 6, 2)
(8, 7, 1, 3, 9, 5, 6, 4, 2)
(8, 7, 1, 5, 9, 4, 3, 6, 2)
(8, 7, 1, 5, 9, 4, 6, 3, 2)
(8, 9, 1, 2, 7, 4, 5, 6, 3)
(8, 9, 1, 2, 7, 4, 6, 5, 3)
(8, 9, 1, 4, 7, 5, 3, 6, 2)
(8, 9, 1, 4, 7, 5, 6, 3, 2)
