212: 16 solutions found
(3, 8, 1, 7, 9, 4, 5, 6, 2)
(3, 8, 1, 7, 9, 4, 6, 5, 2)
(4, 8, 1, 5, 9, 2, 6, 7, 3)
(4, 8, 1, 5, 9, 2, 7, 6, 3)
(5, 8, 1, 4, 9, 2, 6, 7, 3)
(5, 8, 1, 4, 9, 2, 7, 6, 3)
(5, 8, 1, 7, 9, 3, 4, 6, 2)
(5, 8, 1, 7, 9, 3, 6, 4, 2)
(6, 9, 1, 7, 8, 3, 4, 5, 2)
(6, 9, 1, 7, 8, 3, 5, 4, 2)
(7, 8, 1, 3, 9, 4, 5, 6, 2)
(7, 8, 1, 3, 9, 4, 6, 5, 2)
(7, 8, 1, 5, 9, 3, 4, 6, 2)
(7, 8, 1, 5, 9, 3, 6, 4, 2)
(7, 9, 1, 6, 8, 3, 4, 5, 2)
(7, 9, 1, 6, 8, 3, 5, 4, 2)
