10: 40 solutions found
(1, 3, 6, 5, 2, 9, 4, 7, 8)
(1, 3, 6, 5, 2, 9, 7, 4, 8)
(1, 3, 9, 5, 2, 8, 4, 7, 6)
(1, 3, 9, 5, 2, 8, 7, 4, 6)
(1, 4, 8, 5, 2, 9, 3, 7, 6)
(1, 4, 8, 5, 2, 9, 7, 3, 6)
(2, 6, 8, 3, 1, 7, 5, 9, 4)
(2, 6, 8, 3, 1, 7, 9, 5, 4)
(3, 6, 8, 2, 1, 7, 5, 9, 4)
(3, 6, 8, 2, 1, 7, 9, 5, 4)
(4, 2, 6, 8, 1, 9, 5, 7, 3)
(4, 2, 6, 8, 1, 9, 7, 5, 3)
(5, 3, 6, 1, 2, 9, 4, 7, 8)
(5, 3, 6, 1, 2, 9, 7, 4, 8)
(5, 3, 9, 1, 2, 8, 4, 7, 6)
(5, 3, 9, 1, 2, 8, 7, 4, 6)
(5, 4, 8, 1, 2, 9, 3, 7, 6)
(5, 4, 8, 1, 2, 9, 7, 3, 6)
(5, 4, 8, 6, 1, 9, 3, 7, 2)
(5, 4, 8, 6, 1, 9, 7, 3, 2)
(6, 3, 4, 9, 1, 7, 2, 5, 8)
(6, 3, 4, 9, 1, 7, 5, 2, 8)
(6, 4, 8, 5, 1, 9, 3, 7, 2)
(6, 4, 8, 5, 1, 9, 7, 3, 2)
(7, 2, 6, 9, 1, 8, 4, 5, 3)
(7, 2, 6, 9, 1, 8, 5, 4, 3)
(8, 2, 4, 9, 1, 7, 3, 5, 6)
(8, 2, 4, 9, 1, 7, 5, 3, 6)
(8, 2, 6, 4, 1, 9, 5, 7, 3)
(8, 2, 6, 4, 1, 9, 7, 5, 3)
(8, 3, 6, 9, 1, 7, 2, 5, 4)
(8, 3, 6, 9, 1, 7, 5, 2, 4)
(9, 2, 4, 8, 1, 7, 3, 5, 6)
(9, 2, 4, 8, 1, 7, 5, 3, 6)
(9, 2, 6, 7, 1, 8, 4, 5, 3)
(9, 2, 6, 7, 1, 8, 5, 4, 3)
(9, 3, 4, 6, 1, 7, 2, 5, 8)
(9, 3, 4, 6, 1, 7, 5, 2, 8)
(9, 3, 6, 8, 1, 7, 2, 5, 4)
(9, 3, 6, 8, 1, 7, 5, 2, 4)
