214: 12 solutions found
(3, 8, 1, 4, 9, 5, 6, 7, 2)
(3, 8, 1, 4, 9, 5, 7, 6, 2)
(4, 8, 1, 3, 9, 5, 6, 7, 2)
(4, 8, 1, 3, 9, 5, 7, 6, 2)
(4, 8, 1, 7, 9, 3, 5, 6, 2)
(4, 8, 1, 7, 9, 3, 6, 5, 2)
(5, 9, 1, 6, 8, 3, 4, 7, 2)
(5, 9, 1, 6, 8, 3, 7, 4, 2)
(6, 9, 1, 5, 8, 3, 4, 7, 2)
(6, 9, 1, 5, 8, 3, 7, 4, 2)
(7, 8, 1, 4, 9, 3, 5, 6, 2)
(7, 8, 1, 4, 9, 3, 6, 5, 2)
