192: 32 solutions found
(2, 9, 1, 3, 7, 5, 6, 8, 4)
(2, 9, 1, 3, 7, 5, 8, 6, 4)
(3, 7, 1, 4, 9, 8, 5, 6, 2)
(3, 7, 1, 4, 9, 8, 6, 5, 2)
(3, 9, 1, 2, 7, 5, 6, 8, 4)
(3, 9, 1, 2, 7, 5, 8, 6, 4)
(3, 9, 1, 5, 7, 8, 4, 6, 2)
(3, 9, 1, 5, 7, 8, 6, 4, 2)
(4, 7, 1, 3, 9, 8, 5, 6, 2)
(4, 7, 1, 3, 9, 8, 6, 5, 2)
(4, 8, 1, 5, 7, 2, 6, 9, 3)
(4, 8, 1, 5, 7, 2, 9, 6, 3)
(4, 8, 1, 9, 7, 3, 5, 6, 2)
(4, 8, 1, 9, 7, 3, 6, 5, 2)
(5, 7, 1, 6, 8, 3, 4, 9, 2)
(5, 7, 1, 6, 8, 3, 9, 4, 2)
(5, 8, 1, 4, 7, 2, 6, 9, 3)
(5, 8, 1, 4, 7, 2, 9, 6, 3)
(5, 9, 1, 3, 7, 8, 4, 6, 2)
(5, 9, 1, 3, 7, 8, 6, 4, 2)
(5, 9, 1, 6, 7, 3, 2, 8, 4)
(5, 9, 1, 6, 7, 3, 8, 2, 4)
(5, 9, 1, 8, 6, 3, 4, 7, 2)
(5, 9, 1, 8, 6, 3, 7, 4, 2)
(6, 7, 1, 5, 8, 3, 4, 9, 2)
(6, 7, 1, 5, 8, 3, 9, 4, 2)
(6, 9, 1, 5, 7, 3, 2, 8, 4)
(6, 9, 1, 5, 7, 3, 8, 2, 4)
(8, 9, 1, 5, 6, 3, 4, 7, 2)
(8, 9, 1, 5, 6, 3, 7, 4, 2)
(9, 8, 1, 4, 7, 3, 5, 6, 2)
(9, 8, 1, 4, 7, 3, 6, 5, 2)
