2: 20 solutions found
(2, 3, 6, 5, 1, 7, 4, 9, 8)
(2, 3, 6, 5, 1, 7, 9, 4, 8)
(2, 4, 8, 5, 1, 7, 3, 9, 6)
(2, 4, 8, 5, 1, 7, 9, 3, 6)
(4, 2, 6, 8, 1, 7, 3, 5, 9)
(4, 2, 6, 8, 1, 7, 5, 3, 9)
(4, 3, 9, 8, 1, 7, 2, 5, 6)
(4, 3, 9, 8, 1, 7, 5, 2, 6)
(5, 3, 6, 2, 1, 7, 4, 9, 8)
(5, 3, 6, 2, 1, 7, 9, 4, 8)
(5, 4, 8, 2, 1, 7, 3, 9, 6)
(5, 4, 8, 2, 1, 7, 9, 3, 6)
(6, 2, 8, 7, 1, 9, 3, 5, 4)
(6, 2, 8, 7, 1, 9, 5, 3, 4)
(7, 2, 8, 6, 1, 9, 3, 5, 4)
(7, 2, 8, 6, 1, 9, 5, 3, 4)
(8, 2, 6, 4, 1, 7, 3, 5, 9)
(8, 2, 6, 4, 1, 7, 5, 3, 9)
(8, 3, 9, 4, 1, 7, 2, 5, 6)
(8, 3, 9, 4, 1, 7, 5, 2, 6)
